DATABASE_ID,GENERIC_NAME,SMILES,CID
LMWDB002823,"(5S)-5-hydroxy-5-methyl-11-(2-oxopropyl)-6,10-dioxatetracyclo[7.7.1.02,7.013,17]heptadeca-1(17),2(7),8,11,13-pentaen-3-one",CC(=O)CC1=CC2=CCCC3=C2C(=CC4=C3C(=O)CC(O4)(C)O)O1,59894760
LMWDB002824,"6-[(2S)-2,3-dimethylbutanoyl]-5-hydroxy-2,2-dimethyl-10-propylpyrano[2,3-f]chromen-8-one",CCCC1=CC(=O)OC2=C(C(=C3C=CC(OC3=C12)(C)C)O)C(=O)C(C)C(C)C,59965645
LMWDB002825,"6-[(2R)-2,3-dimethylbutanoyl]-5-hydroxy-2,2-dimethyl-10-propylpyrano[2,3-f]chromen-8-one",CCCC1=CC(=O)OC2=C(C(=C3C=CC(OC3=C12)(C)C)O)C(=O)C(C)C(C)C,59965646
LMWDB002826,"(2S)-2,7-dihydroxy-5-[(3-hydroxy-5-oxocyclohexa-1,3-dien-1-yl)methyl]-2-methyl-3H-chromen-4-one",CC1(CC(=O)C2=C(C=C(C=C2O1)O)CC3=CC(=CC(=O)C3)O)O,59974507
LMWDB002827,Isoaurasperone F,COC1=CC2=C(C(O)=C3C(=O)C=C(C)OC3=C2C2=C(O)C=C3C=C4OC(C)(O)CC(=O)C4=C(O)C3=C2OC)C(OC)=C1,60158905
LMWDB002828,Globosuxanthone C,COC1=CC=C2OC3=CC=CC(O)=C3C(=O)C2=C1O,60158906
LMWDB002829,SCHEMBL12081631,CC1=CC(=C(C(=C1C(=O)OC)O)C)OC(=O)C#CC2=CC=CC=C2,60194738
LMWDB002830,YFD,CCCCCC1=CC(=C(C(=C1C(=O)O)O)CCC(C)C)OC,60196217
LMWDB002831,YFB,CC(C)CCCC(C)CCC1=C(C=C(C(=C1O)C(=O)O)CCC2=CC=CC=C2)OC,60196218
LMWDB002832,"methyl N-(2,6-dioxo-1,2,3,6-tetrahydropyrimidine-4-carbonyl)-beta-alaninate",COC(=O)CCNC(=O)C1=CC(=O)NC(=O)N1,60637217
LMWDB002833,SCHEMBL311402,CCOC(=O)CC1=C(C=CC(=C1)O)C2=CC(=O)C3=C(C=CC=C3O2)O,66649975
LMWDB002834,SCHEMBL312442,CCOC(=O)CC1=C(C=CC(=C1)O)C2=CC(=O)C3=C(C=C(C=C3O2)O)O,66650324
LMWDB002835,SCHEMBL329883,CC1=C(C=CC2=C1OCC(C2=O)C3=CC=C(C=C3)O)OC(=O)C,66657087
LMWDB002836,SCHEMBL348377,CC1=CC(=CC(=C1O)C)C2=CC3=CC(=CC(=C3C(=O)O2)OC)OC,66661587
LMWDB002837,20S-OHC,CC(C)CCCC(C)C1CCC2C1(CCC3C2CC=C4C3(C(CC(C4)O)O)C)C,66764985
LMWDB002838,SCHEMBL1746139,CCCCCC1=CC2=C(C3C=C(CCC3C(O2)(C)C)C)C(=C1OC(=O)O)O,67146395
LMWDB002839,SCHEMBL2053786,CC(=CCC1=C(C=CC2=C1C(=O)C3=C(O2)C=C(C(=C3O)CC=C(C)C)O)C(=O)O)C,67261975
LMWDB002840,SCHEMBL2467290,CCCCCC1=CC2=C(C(=C1CCCCC)O)C(=O)C3=CC=CC=C3O2,67419316
LMWDB002841,Spiromastol J,CCCC1=C(C(=CC(=C1)O)O)C(=O)OC2=CC(=C(C(=C2)O)C(=O)O)CCC,67762287
LMWDB002842,SCHEMBL9269947,CC1(CCC(C2=C1C=C(C(=C2)OC)COC3=CC(=C(C=C3)C(=O)O)O)(C)C)C,67809807
LMWDB002843,SCHEMBL9275250,CC1(CCC(C2=C1C=CC(=C2)COC3=CC(=C(C(=C3)O)C(=O)O)O)(C)C)C,67811463
LMWDB002844,SCHEMBL9286375,CC1=CC(=CC2=C1C(=O)OC(O2)(C)C)O,67817209
LMWDB002845,SCHEMBL9673275,CC(CC1=CC=CC=C1)N.CC(CC1=CC=CC=C1)N,67903421
LMWDB002846,SCHEMBL9821722,CCCC1=C(C=CC2=C1OC(CC2=O)(C)C(C)CC(=O)O)O,67935024
LMWDB002847,SCHEMBL9821730,CCCC1=C(C=CC2=C1OC(CC2=O)(C)C(C)C(=O)OC)O,67935027
LMWDB002848,SCHEMBL9996248,CC1(CC(=O)C2=C(O1)C(=C(C=C2)OC)CCC3=CC=CC=C3C(=O)O)C,68002111
LMWDB002849,SCHEMBL10280437,CC(=CCC1=C(C=CC2=C1CC3=C(O2)C=C(C(=C3O)CC=C(C)C)O)C(=O)O)C,68090900
LMWDB002850,SCHEMBL10307526,CC1=C(C=CC(=C1)O)C2CC(=O)C3=C(C=C(C(=C3O2)CC(CC=C(C)C)C(=C)C)O)OC,68103254
LMWDB002851,SCHEMBL10307527,CC1=CC(=C2C(=O)CC(OC2=C1CC(CC=C(C)C)C(=C)C)C3=C(C=C(C=C3)O)O)O,68103255
LMWDB002852,SCHEMBL10307528,CC1=C(C=CC(=C1)OC)C2CC(=O)C3=C(C=C(C(=C3O2)CC(CC=C(C)C)C(=C)C)O)OC,68103256
LMWDB002853,SCHEMBL10307530,CC1=C(C=CC(=C1)OC)C2CC(=O)C3=C(C=C(C(=C3O2)CC(CC=C(C)C)C(=C)C)O)O,68103258
LMWDB002854,Brigatinib,CN1CCN(CC1)C2CCN(CC2)C3=CC(=C(C=C3)NC4=NC=C(C(=N4)NC5=CC=CC=C5P(=O)(C)C)Cl)OC,68165256
LMWDB002855,SCHEMBL11969377,CC1=C(C=C2CC(OC(=O)C2=C1OC)(C)C)OC,68180943
LMWDB002856,SCHEMBL11969381,CC1CC2=CC(=C(C(=C2C(=O)O1)OC)C)OC,68180945
LMWDB002857,SCHEMBL11969387,CC1=C(C=C2CC(OC(=O)C2=C1O)(C)C)O,68180947
LMWDB002858,SCHEMBL11969441,CC1=C(C=C2CC(OC(=O)C2=C1OCOC)(C)C)OCOC,68180970
LMWDB002859,SCHEMBL11969929,CC1CC2=CC(=C(C(=C2C(=O)O1)O)C)O,68181280
LMWDB002860,SCHEMBL11981019,CC1=C(C(=C(C=C1)C2=CC(=O)C3=C(C(=C(C(=C3O2)CC(=C)C)O)CC(=C)C)O)CC(=C)C)O,68185628
LMWDB002861,SCHEMBL12327498,CC1=C(C(=CC2=C1C(=O)CC(O2)C3=CC=C(C=C3)O)O)CC=C(C)C,68244470
LMWDB002862,SCHEMBL12394150,CC1=C(C(=C(C=C1)C2CC(=O)C3=C(C(=C(C=C3O2)OC)CC=C(C)C)O)CC=C(C)CCCC(C)(C)O)OC,68257797
LMWDB002863,N-methyl-4-dimethylallyltryptophan,CNC(CC1=CNC2=CC=CC(CC=C(C)C)=C12)C(O)=O,68294649
LMWDB002864,SCHEMBL12551137,CC1=CC(=C2C(=O)C=C(OC2=C1CC=C(C)C)C3=CC=C(C=C3)O)O,68315729
LMWDB002865,Penicisochroman J,CC1OCC2=C(C=CC=C2O)C1=O,69752713
LMWDB002866,SCHEMBL6391141,CC1=C(C(=CC=C1)C)NC(=O)CN2CCN(CC2)CC(COC3=CC=CC=C3OC)O.CC1=C(C(=CC=C1)C)NC(=O)CN2CCN(CC2)CC(COC3=CC=CC=C3OC)O,69763557
LMWDB002867,SCHEMBL7052398,CC1=CC2=CC(=CC(=C2C(=C1C(=O)OC)O)OC)OC,69971600
LMWDB002868,SCHEMBL10526092,CCCC1=C(C=CC2=C1CC(CC2)CC(=O)O)OCCCOC3=C(C(=C(C=C3)C(=O)C)O)CCC,70386951
LMWDB002869,SCHEMBL10818881,CCCC1=C(C=CC2=C1OC(CC2=O)(CC)C(C)C(=O)O)O,70450938
LMWDB002870,SCHEMBL10959151,CCCC1=C(C=CC(=C1O)C(=O)C)OC2(CC=CC=C2)CC3=CC=C(C=C3)C(=O)O,70480587
LMWDB002871,SCHEMBL11109878,CCCCCC1=CC(=C2C(=O)CC(OC2=C1)(C)C(C)C(=O)O)O,70514700
LMWDB002872,SCHEMBL11188513,CCCC1=C(C=CC(=C1O)C(=O)C)OC2=CC=CC(=C2C)CC(=O)OC,70533044
LMWDB002873,SCHEMBL11188533,CCCC1=C(C=CC(=C1O)C(=O)C)OC2=CC=CC(=C2)C(C)C(=O)OC,70533046
LMWDB002874,SCHEMBL11218399,CC1=CC2=C(C=CC(O2)(C)CCC=C(C)CCC=C(C)C)C(=C1C(=O)O)O,70540940
LMWDB002875,Bis-homohopane-32-ol,[H]C(C)(CCCO)[C@@]1([H])CC[C@@]2(C)[C@@]1([H])CC[C@]1(C)[C@]2([H])CC[C@]2([H])[C@@]3(C)CCCC(C)(C)[C@]3([H])CC[C@@]12C,70678942
LMWDB002876,2-Octenoylcarnitine,CCCCCC=CC(=O)OC(CC(=O)[O-])C[N+](C)(C)C,70679121
LMWDB002877,Tuberoside,[H]\C(=C(\[H])[C@@]([H])(C)[C@@]1([H])CC[C@@]2([H])C3=C[C@@]([H])(O)[C@@]4(O)C[C@]([H])(CC[C@]4(C)[C@@]3([H])CC[C@]12C)OC1([H])OC([H])(CO)C([H])(O)C([H])(O)C1([H])O)[C@]([H])(C)C(C)C,70685270
LMWDB002878,CHEMBL2048844,CC1=CC=C(C=C1)C2=CC(=O)C3=C(C=C(C=C3O2)O)CC(=O)OC,70688409
LMWDB002879,SCHEMBL12942401,CC1=C(C=CC(=C1CC=C(C)CCC=C(C)C)C2CC(=O)C3=C(O2)C=C(C(=C3O)CC=C(C)C)O)O,70801801
LMWDB002880,SCHEMBL12961707,CC(=CCC1=C(C=C(C2=C1OC(CC2=O)C3=CC=C(C=C3)O)CO)O)C,70809521
LMWDB002881,SCHEMBL13214886,CCCCOC1=CC(=C(C(=C1)OCCCC)C(=O)O)C2=CC=C(C=C2)C,70859235
LMWDB002882,SCHEMBL13360712,CC(=CCC1=C(C=C(C2=C1OCC(C2=O)C3=CC=C(C=C3)O)CO)O)C,70888674
LMWDB002883,SCHEMBL13822128,CCCCCC1=CC2=C(C3C=C(CCC3C(O2)(C)C)C)C(=C1)OP=O,71001724
LMWDB002884,SCHEMBL13876093,CCCCOC1=CC(=C(C=C1C2=C(C=CC(=C2)C(C)C)C)C(=O)O)OCCCC,71017828
LMWDB002885,SCHEMBL13923932,CC1=CC=C(C=C1)C2COC3=C(C2=O)C(=CC(=C3)O)C,71027619
LMWDB002886,SCHEMBL14134371,CC1(C=CC2=C(O1)C=CC(=C2OC)C(=O)C3CCOC4=C3C=C(C(=C4)CO)CO)C,71079436
LMWDB002887,Acalabrutinib,CC#CC(=O)N1CCCC1C2=NC(=C3N2C=CN=C3N)C4=CC=C(C=C4)C(=O)NC5=CC=CC=N5,71226662
LMWDB002888,SCHEMBL14671273,CC1=CC=C(C=C1)C2C(=O)C3=C(C=C(C=C3)O)OC2=O,71244457
LMWDB002889,LPA(14:0/0:0),CCCCCCCCCCCCCC(=O)OCC(O)COP(O)(O)=O,71296162
LMWDB002890,88521-81-7,CC1=CC(=C2C(=C1CC(=O)O)OC3=CC=CC=C3C2=O)OC,71318496
LMWDB002891,88521-84-0,CC1=C2C(=CC=C1)OC3=C(C(=CC(=C3C2=O)OC)C)COC(=O)C,71318498
LMWDB002892,"(6aR,10aR)-1-Hydroxy-6,6,9-trimethyl-3-pentyl-6a,7,10,10a-tetrahydro-6H-dibenzo[b,d]pyran-4-carboxylic acid",CCCCCC1=CC(=C2C3CC(=CCC3C(OC2=C1C(=O)O)(C)C)C)O,71358735
LMWDB002893,61424-89-3,CC1=CC(=CC2=C1C(=O)CC(=O)O2)O,71395989
LMWDB002894,63953-77-5,CCCC1=CC2=C(C3CC(=CCC3C(O2)(C)C)C)C(=C1C(=O)O)O,71401218
LMWDB002895,63953-74-2,CC1=CC2=C(C3C4C(C3(C)C)CCC4(O2)C)C(=C1C(=O)O)O,71401374
LMWDB002896,63953-76-4,CCCC1=CC(=C2C3CC(=CCC3C(OC2=C1C(=O)O)(C)C)C)O,71401388
LMWDB002897,85637-25-8,CC1=CC(=C2C(=C1COC(=O)C)OC3=CC=CC=C3C2=O)OC,71414154
LMWDB002898,83375-27-3,CC1=CC(=CC2=C1C(=O)C3=C(C4=C(C=C(C=C4C=C3O2)OC)OC)O)OC,71415447
LMWDB002899,Cannabicyclolic acid,CCCCCC1=CC2=C(C3C4C(C3(C)C)CCC4(O2)C)C(=C1C(=O)O)O,71437560
LMWDB002900,Empetrifranzinan C,CCC(C)C(=O)C1=C2C3=C(C=C1O)OC4(CCC(C3C4)C(O2)(C)C)C,71449450
LMWDB002901,Empetriferdinan A,CC(C)C(=O)C1=C(C=C(C2=C1OC3(CCCC(C3C2)(C)C)C)O)O,71454811
LMWDB002902,CHEMBL2152495,CCC(C)C(=O)C1=C(C2=C(C=C1O)OC(CC2)(C)CCC=C(C)C)O,71456582
LMWDB002903,Empetriferdinan B,CCC(C)C(=O)C1=C(C=C(C2=C1OC3(CCCC(C3C2)(C)C)C)O)O,71461986
LMWDB002904,Brevianamide V,[H]\C(C1=C(NC2=CC=CC=C12)C(C)(C)C=C)=C1\N=C(O)[C@]2([H])CCCN2C1=O,71480344
LMWDB002905,Terretrione B,CC(C)C1N(C)C(=O)C(CC2=CC=CC=C2)C(=O)N(C)C1=O,71480633
LMWDB002906,osimertinib,CN1C=C(C2=CC=CC=C21)C3=NC(=NC=C3)NC4=C(C=C(C(=C4)NC(=O)C=C)N(C)CCN(C)C)OC,71496458
LMWDB002907,Wickerol A,[H][C@@]12CC[C@@]3(C)C[C@]4([H])CC[C@@]([H])(C)[C@](CC[C@]1(C)O)([C@]23[H])C4(C)C,71499837
LMWDB002908,Wickerol B,[H][C@@]12CC[C@@]3(C)C[C@]4([H])[C@@]([H])(O)C[C@@]([H])(C)[C@](CC[C@]1(C)O)([C@]23[H])C4(C)C,71499838
LMWDB002909,SCHEMBL16199985,CC(=CCCC(=CCC1=C(C=C(C(=C1O)C(=O)O)C=CC2=CC=CC=C2)OC)C)C,71509606
LMWDB002910,NCGC00488554-01,CC1=CC(=C2C3=C(COC2=O)C(=CC(=C13)OC)O)O,71517121
LMWDB002911,Resolvin D1 methyl ester,CCC=CCC(C=CC=CC=CC=CC(C(CC=CCCC(=O)OC)O)O)O,71519431
LMWDB002912,Csypyrone B2,CC(=O)C1=C(O)C=C(CCCC(O)=O)OC1=O,71519960
LMWDB002913,"7-Hydroxy-6-isopropyl-2,2-dimethyl-4H-benzo[d][1,3]dioxin-4-one",CC(C)C1=C(C=C2C(=C1)C(=O)OC(O2)(C)C)O,71533902
LMWDB002914,Fusaprolifin A,[H]\C1=C([H])\[C@]2(C)CC[C@@]([H])(O2)\C(C)=C([H])/C[C@]2([H])C(=C(O)C(=O)[C@@]2(C)C\C([H])=C(C)/C1)[C@]([H])(C)COC(C)=O,71569770
LMWDB002915,Prenpenicillide,COC1=C(CC=C(C)C)C=CC2=C1C(=O)OCC1=C(O2)C(O)=CC(C)=C1,71569925
LMWDB002916,"7-acetyl-3,6-diethoxy-1-hydroxy-2,8-bis(3-methylbut-2-enyl)xanthen-9-one",CCOC1=C(C(=C2C(=C1)OC3=CC(=C(C(=C3C2=O)CC=C(C)C)C(=O)C)OCC)O)CC=C(C)C,71596551
LMWDB002917,"(7-acetyl-1-hydroxy-2,8-diisopentyl-9-oxo-6-propanoyloxy-xanthen-3-yl) propanoate",CCC(=O)OC1=C(C(=C2C(=C1)OC3=CC(=C(C(=C3C2=O)CCC(C)C)C(=O)C)OC(=O)CC)O)CCC(C)C,71596557
LMWDB002918,Brevianamide N,[H][C@@]1(CC2=CC=CC=C2)N2C(=O)C3=CC=CC=C3N=C2C(=O)N=C1O,71596601
LMWDB002919,"4-[(E)-3-(5-hydroxy-2,2-dimethyl-chromen-6-yl)-3-oxo-prop-1-enyl]benzoic acid",CC1(C=CC2=C(O1)C=CC(=C2O)C(=O)C=CC3=CC=C(C=C3)C(=O)O)C,71596887
LMWDB002920,"7-acetyl-3,6-diethoxy-1-hydroxy-2,8-diisopentyl-xanthen-9-one",CCOC1=C(C(=C2C(=C1)OC3=CC(=C(C(=C3C2=O)CCC(C)C)C(=O)C)OCC)O)CCC(C)C,71597016
LMWDB002921,"7-acetyl-3,6-diallyloxy-1-hydroxy-2,8-diisopentyl-xanthen-9-one",CC(C)CCC1=C(C=C2C(=C1O)C(=O)C3=C(C(=C(C=C3O2)OCC=C)C(=O)C)CCC(C)C)OCC=C,71597079
LMWDB002922,"7-acetyl-1,3-dihydroxy-2,8-diisopentyl-6-propoxy-xanthen-9-one",CCCOC1=C(C(=C2C(=C1)OC3=C(C2=O)C(=C(C(=C3)O)CCC(C)C)O)CCC(C)C)C(=O)C,71597080
LMWDB002923,"7-acetyl-6-ethoxy-1,3-dihydroxy-2,8-diisopentyl-xanthen-9-one",CCOC1=C(C(=C2C(=C1)OC3=C(C2=O)C(=C(C(=C3)O)CCC(C)C)O)CCC(C)C)C(=O)C,71597158
LMWDB002924,"7-acetyl-1,3-dihydroxy-2,8-diisopentyl-6-methoxy-xanthen-9-one",CC(C)CCC1=C(C2=C(C=C1O)OC3=CC(=C(C(=C3C2=O)CCC(C)C)C(=O)C)OC)O,71597537
LMWDB002925,"7-acetyl-1-hydroxy-2,8-diisopentyl-3,6-dimethoxy-xanthen-9-one",CC(C)CCC1=C(C=C2C(=C1O)C(=O)C3=C(C(=C(C=C3O2)OC)C(=O)C)CCC(C)C)OC,71597565
LMWDB002926,"7-acetyl-1-hydroxy-3,6-dimethoxy-2,8-bis(3-methylbut-2-enyl)xanthen-9-one",CC(=CCC1=C(C=C2C(=C1O)C(=O)C3=C(C(=C(C=C3O2)OC)C(=O)C)CC=C(C)C)OC)C,71597599
LMWDB002927,"7-acetyl-6-ethoxy-1,3-dihydroxy-2,8-bis(3-methylbut-2-enyl)xanthen-9-one",CCOC1=C(C(=C2C(=C1)OC3=C(C2=O)C(=C(C(=C3)O)CC=C(C)C)O)CC=C(C)C)C(=O)C,71597600
LMWDB002928,"7-acetyl-1,3-dihydroxy-2,8-diisopentyl-6-pentoxy-xanthen-9-one",CCCCCOC1=C(C(=C2C(=C1)OC3=C(C2=O)C(=C(C(=C3)O)CCC(C)C)O)CCC(C)C)C(=O)C,71597615
LMWDB002929,"[6-acetoxy-7-acetyl-1-hydroxy-2,8-bis(3-methylbut-2-enyl)-9-oxo-xanthen-3-yl] acetate",CC(=CCC1=C(C=C2C(=C1O)C(=O)C3=C(C(=C(C=C3O2)OC(=O)C)C(=O)C)CC=C(C)C)OC(=O)C)C,71597631
LMWDB002930,"7-acetyl-1,3-dihydroxy-6-methoxy-2,8-bis(3-methylbut-2-enyl)xanthen-9-one",CC(=CCC1=C(C2=C(C=C1O)OC3=CC(=C(C(=C3C2=O)CC=C(C)C)C(=O)C)OC)O)C,71597676
LMWDB002931,"[2-acetyl-6,8-dihydroxy-1,7-bis(3-methylbut-2-enyl)-9-oxo-xanthen-3-yl] acetate",CC(=CCC1=C(C2=C(C=C1O)OC3=CC(=C(C(=C3C2=O)CC=C(C)C)C(=O)C)OC(=O)C)O)C,71597708
LMWDB002932,"(7-acetyl-6-butanoyloxy-1-hydroxy-2,8-diisopentyl-9-oxo-xanthen-3-yl) butanoate",CCCC(=O)OC1=C(C(=C2C(=C1)OC3=CC(=C(C(=C3C2=O)CCC(C)C)C(=O)C)OC(=O)CCC)O)CCC(C)C,71597720
LMWDB002933,"7-acetyl-6-butoxy-1,3-dihydroxy-2,8-diisopentyl-xanthen-9-one",CCCCOC1=C(C(=C2C(=C1)OC3=C(C2=O)C(=C(C(=C3)O)CCC(C)C)O)CCC(C)C)C(=O)C,71597994
LMWDB002934,"(6-acetoxy-7-acetyl-1-hydroxy-2,8-diisopentyl-9-oxo-xanthen-3-yl) acetate",CC(C)CCC1=C(C=C2C(=C1O)C(=O)C3=C(C(=C(C=C3O2)OC(=O)C)C(=O)C)CCC(C)C)OC(=O)C,71598341
LMWDB002935,"(7-acetyl-1-hydroxy-2,8-diisopentyl-6-methoxy-9-oxo-xanthen-3-yl) acetate",CC(C)CCC1=C(C=C2C(=C1O)C(=O)C3=C(C(=C(C=C3O2)OC)C(=O)C)CCC(C)C)OC(=O)C,71598342
LMWDB002936,"(2-acetyl-6,8-dihydroxy-1,7-diisopentyl-9-oxo-xanthen-3-yl) acetate",CC(C)CCC1=C(C2=C(C=C1O)OC3=CC(=C(C(=C3C2=O)CCC(C)C)C(=O)C)OC(=O)C)O,71598405
LMWDB002937,MG(12:0/0:0/0:0),[H][C@@](O)(CO)COC(=O)CCCCCCCCCCC,71598538
LMWDB002938,"2,6-dihydroxy-3-methyl-9-oxoxanthene-8-carboxylic acid methyl ester",CC1=CC2=C(C=C1O)C(=O)C3=C(C=C(C=C3O2)O)C(=O)OC,71623282
LMWDB002939,CHEMBL4762520,CC(=CCC1=C(C=C(C(=C1O)C(=O)OC)C=CC=CC2=CC=CC=C2)OC)C,71626004
LMWDB002940,SCHEMBL16199939,CC1CCC(=CC2=CC(=C(C(=C2C(=O)OC)O)CC=C(C)C)OC)CC1,71626005
LMWDB002941,SCHEMBL16200069,CC(=CCC1=C(C=C(C(=C1O)C(=O)OC)C=CC2CCCCC2)OC)C,71626006
LMWDB002942,CHEMBL4751551,CC1=CC=CC=C1C=CC2=CC(=C(C(=C2C(=O)OC)O)CC=C(C)C)OC,71626007
LMWDB002943,SCHEMBL16191634,COC1=C(C(=C(C(=C1)C=CC2=CC=CC=C2)C(=O)OC)O)CC=C,71626136
LMWDB002944,SCHEMBL16192189,COC1=C(C(=C(C(=C1)C=CC2=CC=CC=C2)C(=O)O)O)CC=C,71626137
LMWDB002945,CHEMBL4779559,CC(=CCC1=C(C=C(C(=C1O)C(=O)O)C=CC=CC2=CC=CC=C2)OC)C,71626196
LMWDB002946,SCHEMBL16199952,CC1CCC(=CC2=CC(=C(C(=C2C(=O)O)O)CC=C(C)C)OC)CC1,71626197
LMWDB002947,SCHEMBL16200045,CC(=CCC1=C(C=C(C(=C1O)C(=O)O)C=CC2CCCCC2)OC)C,71626198
LMWDB002948,CHEMBL4761269,CC(=CCC1=C(C=C(C(=C1O)C(=O)O)C=C(C)C2=CC=CC=C2)OC)C,71626253
LMWDB002949,CHEMBL4788390,CCC=CC1=CC(=C(C(=C1C(=O)OC)O)CC=C(C)C)OC,71626254
LMWDB002950,CHEMBL4793524,CCC=CC1=CC(=C(C(=C1C(=O)O)O)CC=C(C)C)OC,71626255
LMWDB002951,CHEMBL3596983,CC(=CCC1=C(C=C(C(=C1O)C(=O)OC)C=CC2=CC=C(C=C2)OC)OC)C,71626652
LMWDB002952,SCHEMBL16199909,CC(=CCC1=C(C=C(C(=C1O)C(=O)OC)C=CC2=C(C=CC=C2OC)OC)OC)C,71626653
LMWDB002953,CHEMBL4791667,CC1=CC(=CC=C1)C=CC2=CC(=C(C(=C2C(=O)OC)O)CC=C(C)C)OC,71626654
LMWDB002954,CHEMBL3596984,CC1=CC=C(C=C1)C=CC2=CC(=C(C(=C2C(=O)OC)O)CC=C(C)C)OC,71626655
LMWDB002955,CHEMBL3596994,CC(=CCC1=C(C=C(C(=C1O)C(=O)O)C=CC2=CC=C(C=C2)OC)OC)C,71626658
LMWDB002956,SCHEMBL16200047,CC(=CCC1=C(C=C(C(=C1O)C(=O)O)C=CC2=C(C=CC=C2OC)OC)OC)C,71626720
LMWDB002957,CHEMBL4779577,CC1=CC(=CC=C1)C=CC2=CC(=C(C(=C2C(=O)O)O)CC=C(C)C)OC,71626721
LMWDB002958,CHEMBL3596995,CC1=CC=C(C=C1)C=CC2=CC(=C(C(=C2C(=O)O)O)CC=C(C)C)OC,71626722
LMWDB002959,SCHEMBL16199958,CC(=CCCC(=CCC1=C(C=C(C(=C1O)C(=O)OC)C=CC2=CC=CC=C2)OC)C)C,71626723
LMWDB002960,CHEMBL4784411,CCOC(=O)C1=C(C(=C(C=C1C=CC2=CC=CC=C2)OC)CC=C(C)C)O,71626788
LMWDB002961,SCHEMBL16307436,CCCOC(=O)C1=C(C(=C(C=C1C=CC2=CC=CC=C2)OC)CC=C(C)C)O,71626789
LMWDB002962,CHEMBL4782459,CC(=CCC1=C(C=C(C(=C1O)C(=O)OC(C)(C)C)C=CC2=CC=CC=C2)OC)C,71626790
LMWDB002963,CHEMBL4779571,CC(=CCC1=C(C=C(C(=C1O)C(=O)OC)CCC2=CC=CC=C2)OC)C,71627005
LMWDB002964,CHEMBL4779006,CC(C)CCC1=C(C=C(C(=C1O)C(=O)O)C=CC2=CC=CC=C2)OC,71627006
LMWDB002965,CHEMBL4760003,CC(C)CCC1=C(C=C(C(=C1O)C(=O)OC)C=CC2=CC=CC=C2)OC,71627007
LMWDB002966,CHEMBL4781891,CC(=CCC1=C(C=C(C(=C1O)C(=O)OC)C=C(C)C2=CC=CC=C2)OC)C,71627008
LMWDB002967,SCHEMBL16199990,CC(=CCC1=C(C=C(C(=C1O)C(=O)OC)C=CCCC2=CC=CC=C2)OC)C,71627009
LMWDB002968,3-anhydro-6-hydroxy-ophiobolin A,[H]\C1=C(C=O)\[C@@]2(O)C(=O)C=C(C)[C@@]2([H])C[C@@]2(C)CC[C@@]3(O[C@]([H])(C[C@]3([H])C)C=C(C)C)[C@]2([H])C1,71655010
LMWDB002969,Chloropestolide B,[H]C(=C=C1C[C@]([H])(O)[C@]2([H])O[C@]2(CC=C(C)C)[C@]1([H])O)[C@]1(C)C[C@@]2(C=C(OC)[C@@]1(Cl)C(=O)[C@]21OC(=O)C2=C(O)C=C(C)C=C2O1)C(=O)OC,71659165
LMWDB002970,ethyl 2-hydroxy-4-methoxy-3-(3-methylbut-2-enyl)-6-(2-phenylethyl)benzoate,CCOC(=O)C1=C(C(=C(C=C1CCC2=CC=CC=C2)OC)CC=C(C)C)O,71680961
LMWDB002971,Patientoside B,[H][C@]1(CO)O[C@]([H])([C@]([H])(O)[C@@]([H])(O)[C@]1([H])O)[C@@]1(O)C2=C(C(O)=CC(C)=C2)C(=O)C2=C1C=C(OC)C=C2O,71681569
LMWDB002972,"9alpha,11beta-prostaglandin F2alpha",CCCCCC(C=CC1C(CC(C1CC=CCCCC(=O)O)O)O)O,71684403
LMWDB002973,CHEMBL5284038,CCC(C)C(=O)C1=C(C(=C(C2=C1OC(=O)CC2C3=CC=CC=C3)O)CCC(C)C)O,71695575
LMWDB002974,4-Methoxycarbonyldiorcinol,CC1=CC(=CC(=C1)OC2=CC(=C(C(=C2)C)C(=O)OC)O)O,71719401
LMWDB002975,asperentin-8-methyl ether,CC1CCCC(O1)CC2CC3=C(C(=CC(=C3)O)OC)C(=O)O2,71728345
LMWDB002976,Aculeatusquinone D,CO[C@]1(C)C(=O)C(O)=C(C)C(=O)[C@@]11OC2=C(C1=O)C(C)=CC(O)=C2C,71732011
LMWDB002977,"(2S,3R,4R,4aS,4bR,6aS,12bS,12cS,14aS)-4a-demethylpaspaline-3,4,4a-triol",[H][C@]12CC3=C(NC4=CC=CC=C34)[C@]1(C)[C@@]1(C)CC[C@]3([H])O[C@@]([H])([C@]([H])(O)[C@@]([H])(O)[C@@]3(O)[C@]1([H])CC2)C(C)(C)O,71745337
LMWDB002978,"(2R,4bS,6aS,12bS,12cR,14aS)-2'-hydroxypaxilline",[H][C@]12CC3=C(NC4=CC=CC=C34)[C@]1(C)[C@@]1(C)CC[C@]3([H])O[C@@]([H])(C(=O)C=C3[C@]1(O)CC2)C(C)(O)CO,71745338
LMWDB002979,"(2R,4bS,6aS,12bS,12cR,14aS)-9,10-diisopentenylpaxilline",[H][C@]12CC3=C(NC4=C3C=C(CC=C(C)C)C(CC=C(C)C)=C4)[C@]1(C)[C@@]1(C)CC[C@]3([H])O[C@@]([H])(C(=O)C=C3[C@]1(O)CC2)C(C)(C)O,71745339
LMWDB002980,"(6E,8Z)-5-oxooctadeca-6,8-dienoic acid",CCCCCCCCCC=CC=CC(=O)CCCC(=O)O,71751402
